titulo,autores,resumo,link,data,imagem_url,fonte
Grandes modelos de lenguaje: de la predicción de palabras a la comprensión?,Carlos Gómez-Rodríguez,"Large language models, such as the well-known ChatGPT, have brought about an unexpected revolution in the field of artificial intelligence. On the one hand, they have numerous practical applications and enormous potential still to be explored. On the other hand, they are also the subject of debate from scientific, philosophical, and social perspectives: there are doubts about the exact mechanisms of their functioning and their actual capacity for language comprehension, and their applications raise ethical dilemmas. In this chapter, we describe how this technology has been developed and the fundamentals of its operation, allowing us to better understand its capabilities and limitations and to introduce some of the main debates surrounding its development and use.
  --
  Los grandes modelos de lenguaje, como el conocido ChatGPT, han supuesto una inesperada revolución en el ámbito de la inteligencia artificial . Por un lado, cuentan con multitud de aplicaciones prácticas y un enorme potencial todavía por explorar. Por otro lado, son también objeto de debate, tanto desde el punto de vista científico y filosófico como social: hay dudas sobre los mecanismos exactos de su funcionamiento y su capacidad real de comprensión del lenguaje, y sus aplicaciones plantean dilemas éticos. En este capítulo describimos cómo se ha llegado a esta tecnología y los fundamentos de su funcionamiento, permitiéndonos así comprender mejor sus capacidades y limitaciones e introducir algunos de los principales debates que rodean su desarrollo y uso. △ Less",https://arxiv.org/abs/2502.18205,"Submitted 25 February, 2025",,arXiv
Inteligencia artificial para la multi-clasificación de fauna en fotografías automáticas utilizadas en investigación científica,"Federico Gonzalez , Leonel Viera , Rosina Soler , Lucila Chiarvetto Peralta , Matias Gel , Gimena Bustamante , Abril Montaldo , Brian Rigoni , Ignacio Perez","The management of natural environments, whether for conservation or production, requires a deep understanding of wildlife. The number, location, and behavior of wild animals are among the main subjects of study in ecology and wildlife research. The use of camera traps offers the opportunity to quickly collect large quantities of photographs that capture wildlife in its natural habitat, avoiding factors that could alter their behavior. In Tierra del Fuego, Argentina, research is being conducted on forest use by different herbivores (guanacos, cows, sheep) to optimize management and protect these natural ecosystems. Although camera traps allow for the collection of millions of images, interpreting such photographs presents a scalability challenge for manual processing. As a result, much of the valuable knowledge stored in these vast data repositories remains untapped. Neural Networks and Deep Learning are areas of study within Artificial Intelligence. Over the past decade, these two disciplines have made significant contributions to image recognition on a global scale. Ecological and wildlife conservation studies can be combined with these new technologies to extract important information from the photographs obtained by camera traps, contributing to the understanding of various natural processes and improving the management of the involved wild areas. Our project aims to develop neural network models to classify animal species in photographs taken with camera traps, addressing large-scale challenges in scientific research. △ Less",https://arxiv.org/abs/2502.04064,"Submitted 6 February, 2025",,arXiv
"Improving Sickle Cell Disease Classification: A Fusion of Conventional Classifiers, Segmented Images, and Convolutional Neural Networks","Victor Júnio Alcântara Cardoso , Rodrigo Moreira , João Fernando Mari , Larissa Ferreira Rodrigues Moreira","Sickle cell anemia, which is characterized by abnormal erythrocyte morphology, can be detected using microscopic images. Computational techniques in medicine enhance the diagnosis and treatment efficiency. However, many computational techniques, particularly those based on Convolutional Neural Networks (CNNs), require high resources and time for training, highlighting the research opportunities in methods with low computational overhead. In this paper, we propose a novel approach combining conventional classifiers, segmented images, and CNNs for the automated classification of sickle cell disease. We evaluated the impact of segmented images on classification, providing insight into deep learning integration. Our results demonstrate that using segmented images and CNN features with an SVM achieves an accuracy of 96.80%. This finding is relevant for computationally efficient scenarios, paving the way for future research and advancements in medical-image analysis. △ Less",https://arxiv.org/abs/2412.17975,"Submitted 23 December, 2024",,arXiv
Windstorm Economic Impacts on the Spanish Resilience: A Machine Learning Real-Data Approach,"Matheus Puime Pedra , Josune Hernantes , Leire Casals , Leire Labaka","Climate change-associated disasters have become a significant concern, principally when affecting urban areas. Assessing these regions' resilience to strengthen their disaster management is crucial, especially in the areas vulnerable to windstorms, one of Spain's most critical disasters. Smart cities and machine learning offer promising solutions to manage disasters, but accurately estimating economic losses from windstorms can be difficult due to the unique characteristics of each region and limited data. This study proposes utilizing ML classification models to enhance disaster resilience by analyzing publicly available data on windstorms in the Spanish areas. This approach can help decision-makers make informed decisions regarding preparedness and mitigation actions, ultimately creating a more resilient urban environment that can better withstand windstorms in the future. △ Less",https://arxiv.org/abs/2411.14439,"Submitted 5 November, 2024",,arXiv
The Unlikely Duel: Evaluating Creative Writing in LLMs through a Unique Scenario,"Carlos Gómez-Rodríguez , Paul Williams","This is a summary of the paper ""A Confederacy of Models: a Comprehensive Evaluation of LLMs on Creative Writing"", which was published in Findings of EMNLP 2023. We evaluate a range of recent state-of-the-art, instruction-tuned large language models (LLMs) on an English creative writing task, and compare them to human writers. For this purpose, we use a specifically-tailored prompt (based on an epic combat between Ignatius J. Reilly, main character of John Kennedy Toole's ""A Confederacy of Dunces"", and a pterodactyl) to minimize the risk of training data leakage and force the models to be creative rather than reusing existing stories. The same prompt is presented to LLMs and human writers, and evaluation is performed by humans using a detailed rubric including various aspects like fluency, style, originality or humor. Results show that some state-of-the-art commercial LLMs match or slightly outperform our human writers in most of the evaluated dimensions. Open-source LLMs lag behind. Humans keep a close lead in originality, and only the top three LLMs can handle humor at human-like levels. △ Less",https://arxiv.org/abs/2406.15891,"Submitted 22 June, 2024",,arXiv
Towards an Ethical and Inclusive Implementation of Artificial Intelligence in Organizations: A Multidimensional Framework,Ernesto Giralt Hernández,"This article analyzes the impact of artificial intelligence (AI) on contemporary society and the importance of adopting an ethical approach to its development and implementation within organizations. It examines the technocritical perspective of some philosophers and researchers, who warn of the risks of excessive technologization that could undermine human autonomy. However, the article also acknowledges the active role that various actors, such as governments, academics, and civil society, can play in shaping the development of AI aligned with human and social values.
  A multidimensional approach is proposed that combines ethics with regulation, innovation, and education. It highlights the importance of developing detailed ethical frameworks, incorporating ethics into the training of professionals, conducting ethical impact audits, and encouraging the participation of stakeholders in the design of AI.
  In addition, four fundamental pillars are presented for the ethical implementation of AI in organizations: 1) Integrated values, 2) Trust and transparency, 3) Empowering human growth, and 4) Identifying strategic factors. These pillars encompass aspects such as alignment with the company's ethical identity, governance and accountability, human-centered design, continuous training, and adaptability to technological and market changes.
  The conclusion emphasizes that ethics must be the cornerstone of any organization's strategy that seeks to incorporate AI, establishing a solid framework that ensures that technology is developed and used in a way that respects and promotes human values. △ Less",https://arxiv.org/abs/2405.01697,"Submitted 2 May, 2024",,arXiv
Hacia una implementación ética e inclusiva de la Inteligencia Artificial en las organizaciones: un marco multidimensional,Ernesto Giralt Hernández,"The article analyzes the impact of artificial intelligence (AI) on contemporary society and the importance of adopting an ethical approach to its development and implementation within organizations. It examines the critical perspective of French philosopher Éric Sadin and others, who warn of the risks of unbridled technologization that can erode human autonomy. However, the article also recognizes the active role that various actors, such as governments, academics and civil society, can play in shaping the development of AI aligned with human and social values. A multidimensional approach is proposed that combines ethics with regulation, innovation and education. It highlights the importance of developing detailed ethical frameworks, incorporating ethics in the training of professionals, conducting ethical impact audits, and encouraging stakeholder participation in AI design. In addition, four fundamental pillars for the ethical implementation of AI in organizations are presented: 1) Integrated values, 2) Trust and transparency, 3) Empowering human growth, and 4) Identifying strategic factors. These pillars cover aspects such as alignment with the company's ethical identity, governance and accountability, human-centered design, continuous training and adaptability in the face of technological and market changes. It concludes by emphasizing that ethics must be the cornerstone of the strategy of any organization that aspires to incorporate AI, establishing a solid framework to ensure that the technology is developed and used in a way that respects and promotes human values. △ Less",https://arxiv.org/abs/2405.00225,"Submitted 30 April, 2024",,arXiv
Breast Cancer Classification Using Gradient Boosting Algorithms Focusing on Reducing the False Negative and SHAP for Explainability,"João Manoel Herrera Pinheiro , Marcelo Becker","Cancer is one of the diseases that kill the most women in the world, with breast cancer being responsible for the highest number of cancer cases and consequently deaths. However, it can be prevented by early detection and, consequently, early treatment. Any development for detection or perdition this kind of cancer is important for a better healthy life. Many studies focus on a model with high accuracy in cancer prediction, but sometimes accuracy alone may not always be a reliable metric. This study implies an investigative approach to studying the performance of different machine learning algorithms based on boosting to predict breast cancer focusing on the recall metric. Boosting machine learning algorithms has been proven to be an effective tool for detecting medical diseases. The dataset of the University of California, Irvine (UCI) repository has been utilized to train and test the model classifier that contains their attributes. The main objective of this study is to use state-of-the-art boosting algorithms such as AdaBoost, XGBoost, CatBoost and LightGBM to predict and diagnose breast cancer and to find the most effective metric regarding recall, ROC-AUC, and confusion matrix. Furthermore, our study is the first to use these four boosting algorithms with Optuna, a library for hyperparameter optimization, and the SHAP method to improve the interpretability of our model, which can be used as a support to identify and predict breast cancer. We were able to improve AUC or recall for all the models and reduce the False Negative for AdaBoost and LigthGBM the final AUC were more than 99.41\% for all models. △ Less",https://arxiv.org/abs/2403.09548,"Submitted 21 May, 2025",,arXiv
Credit Risk Meets Large Language Models: Building a Risk Indicator from Loan Descriptions in P2P Lending,"Mario Sanz-Guerrero , Javier Arroyo","Peer-to-peer (P2P) lending connects borrowers and lenders through online platforms but suffers from significant information asymmetry, as lenders often lack sufficient data to assess borrowers' creditworthiness. This paper addresses this challenge by leveraging BERT, a Large Language Model (LLM) known for its ability to capture contextual nuances in text, to generate a risk score based on borrowers' loan descriptions using a dataset from the Lending Club platform. We fine-tune BERT to distinguish between defaulted and non-defaulted loans using the loan descriptions provided by the borrowers. The resulting BERT-generated risk score is then integrated as an additional feature into an XGBoost classifier used at the loan granting stage, where decision-makers have limited information available to guide their decisions. This integration enhances predictive performance, with improvements in balanced accuracy and AUC, highlighting the value of textual features in complementing traditional inputs. Moreover, we find that the incorporation of the BERT score alters how classification models utilize traditional input variables, with these changes varying by loan purpose. These findings suggest that BERT discerns meaningful patterns in loan descriptions, encompassing borrower-specific features, specific purposes, and linguistic characteristics. However, the inherent opacity of LLMs and their potential biases underscore the need for transparent frameworks to ensure regulatory compliance and foster trust. Overall, this study demonstrates how LLM-derived insights interact with traditional features in credit risk modeling, opening new avenues to enhance the explainability and fairness of these models. △ Less",https://arxiv.org/abs/2401.16458,"Submitted 23 March, 2025",,arXiv
INACIA: Integrating Large Language Models in Brazilian Audit Courts: Opportunities and Challenges,"Jayr Pereira , Andre Assumpcao , Julio Trecenti , Luiz Airosa , Caio Lente , Jhonatan Cléto , Guilherme Dobins , Rodrigo Nogueira , Luis Mitchell , Roberto Lotufo","This paper introduces INACIA (Instrução Assistida com Inteligência Artificial ), a groundbreaking system designed to integrate Large Language Models (LLMs) into the operational framework of Brazilian Federal Court of Accounts (TCU). The system automates various stages of case analysis, including basic information extraction, admissibility examination, Periculum in mora and Fumus boni iuris analyses, and recommendations generation. Through a series of experiments, we demonstrate INACIA's potential in extracting relevant information from case documents, evaluating its legal plausibility, and formulating propositions for judicial decision-making. Utilizing a validation dataset alongside LLMs, our evaluation methodology presents a novel approach to assessing system performance, correlating highly with human judgment. These results underscore INACIA's potential in complex legal task handling while also acknowledging the current limitations. This study discusses possible improvements and the broader implications of applying AI in legal contexts, suggesting that INACIA represents a significant step towards integrating AI in legal systems globally, albeit with cautious optimism grounded in the empirical findings. △ Less",https://arxiv.org/abs/2401.05273,"Submitted 26 February, 2024",,arXiv
"""A Nova Eletricidade: Aplicações, Riscos e Tendências da IA Moderna -- ""The New Electricity"": Applications, Risks, and Trends in Current AI","Ana L. C. Bazzan , Anderson R. Tavares , André G. Pereira , Cláudio R. Jung , Jacob Scharcanski , Joel Luis Carbonera , Luís C. Lamb , Mariana Recamonde-Mendoza , Thiago L. T. da Silveira , Viviane Moreira","The thought-provoking analogy between AI and electricity, made by computer scientist and entrepreneur Andrew Ng, summarizes the deep transformation that recent advances in Artificial Intelligence (AI) have triggered in the world. This chapter presents an overview of the ever-evolving landscape of AI, written in Portuguese. With no intent to exhaust the subject, we explore the AI applications that are redefining sectors of the economy, impacting society and humanity. We analyze the risks that may come along with rapid technological progress and future trends in AI, an area that is on the path to becoming a general-purpose technology, just like electricity, which revolutionized society in the 19th and 20th centuries.
  A provocativa comparação entre IA e eletricidade, feita pelo cientista da computação e empreendedor Andrew Ng, resume a profunda transformação que os recentes avanços em Inteligência Artificial (IA) têm desencadeado no mundo. Este capítulo apresenta uma visão geral pela paisagem em constante evolução da IA. Sem pretensões de exaurir o assunto, exploramos as aplicações que estão redefinindo setores da economia, impactando a sociedade e a humanidade. Analisamos os riscos que acompanham o rápido progresso tecnológico e as tendências futuras da IA, área que trilha o caminho para se tornar uma tecnologia de propósito geral, assim como a eletricidade, que revolucionou a sociedade dos séculos XIX e XX. △ Less",https://arxiv.org/abs/2310.18324,"Submitted 8 October, 2023",,arXiv
FOLEY-VAE: Generación de efectos de audio para cine con inteligencia artificial,"Mateo Cámara , José Luis Blanco","In this research, we present an interface based on Variational Autoencoders trained with a wide range of natural sounds for the innovative creation of Foley effects. The model can transfer new sound features to prerecorded audio or microphone-captured speech in real time. In addition, it allows interactive modification of latent variables, facilitating precise and customized artistic adjustments. Taking as a starting point our previous study on Variational Autoencoders presented at this same congress last year, we analyzed an existing implementation: RAVE [1]. This model has been specifically trained for audio effects production. Various audio effects have been successfully generated, ranging from electromagnetic, science fiction, and water sounds, among others published with this work. This innovative approach has been the basis for the artistic creation of the first Spanish short film with sound effects assisted by artificial intelligence. This milestone illustrates palpably the transformative potential of this technology in the film industry, opening the door to new possibilities for sound creation and the improvement of artistic quality in film productions. △ Less",https://arxiv.org/abs/2310.15663,"Submitted 24 October, 2023",,arXiv
An agent-based approach to procedural city generation incorporating Land Use and Transport Interaction models,"Luiz Fernando Silva Eugênio dos Santos , Claus Aranha , André Ponce de Leon F de Carvalho","We apply the knowledge of urban settings established with the study of Land Use and Transport Interaction (LUTI) models to develop reward functions for an agent-based system capable of planning realistic artificial cities. The system aims to replicate in the micro scale the main components of real settlements, such as zoning and accessibility in a road network. Moreover, we propose a novel representation for the agent's environment that efficiently combines the road graph with a discrete model for the land. Our system starts from an empty map consisting only of the road network graph, and the agent incrementally expands it by building new sites while distinguishing land uses between residential, commercial, industrial, and recreational. △ Less",https://arxiv.org/abs/2211.01959,"Submitted 21 October, 2022",,arXiv
Drones e Inteligencia Artificial para Investigación y Competición,"Victoria Saravia , William Moraes , André Kelbouscas , Ricardo Grando","This work focuses on drones or UAVs (Unmanned Aerial Vehicles) for use in industry in general. These vehicles have a large number of uses and potential in the industry, as a tool for civil engineering, medicine, mining, among others. However, this vehicle is limited for use indoors due to the need for GPS and it does not work indoors. In this way, this work presents a UAV that works without GPS, thus being able to be used in closed spaces for example and have good precision. The work is based on an approach that uses computer vision and GPS. △ Less",https://arxiv.org/abs/2210.11199,"Submitted 20 October, 2022",,arXiv
"Robótica Móvel e Inteligência Artificial para Investigação, Competição e Automatização de Sistemas Industriais","Hiago Jacobs Sodre Pereira , Pablo Ezequiel Moraes , André Da Silva Kelbouscas , Ricardo Grando","The implementation of robots to enhance some processes has become popular in recent years due to the accelerated way of production in some factories. Within this context was where robotics has emerged, firstly with stationary robots and more recently mobile robots, namely aerial and terrestrial robots. They can be used for delimited processes within a function, mainly the stationary robots, but also for research in wider areas and even competition. This work summarizes the construction of a model of terrestrial mobile robot that makes the use of artificial intelligence for the purpose of research and competitions, all of that with the basic sensing that can be used in industry. △ Less",https://arxiv.org/abs/2210.11195,"Submitted 20 October, 2022",,arXiv
Proteção intelectual de obras produzidas por sistemas baseados em inteligência artificial : uma visão tecnicista sobre o tema,Fábio Manoel França Lobato,"The pervasiveness of Artificial Intelligence (AI) is unquestionable in our society. Even in the arts, AI is present. A notorious case is the song ""Hey Ya!"" of the OutKast group, successful in the 2000s. At this time, the music industry began to make decisions based on data to strategize based on predictions of listeners' habits. This case is just one of the countless examples of AI applications in the arts. The advent of deep learning made it possible to build systems capable of accurately recognizing artistic style in paintings. Content generation is also possible; for example, Deepart customizes images from two \textit{inputs}: 1) an image to be customized; 2) a style of painting. The generation of songs according to specific styles from AI-based systems is also possible. Such possibilities raise questions about the intellectual property of such works. On this occasion, who owns the copyright of a work produced from a system based on Artificial Intelligence? To the creator of the AI? The company/corporation that subsidized the development of this system? Or AI itself as a creator? This essay aims to contribute with a technicist view on the discussion of copyright applicability from works produced by AI. △ Less",https://arxiv.org/abs/2206.03215,"Submitted 11 May, 2022",,arXiv
Benchmarking human visual search computational models in natural scenes: models comparison and reference datasets,"F. Travi , G. Ruarte , G. Bujia , J. E. Kamienkowski","Visual search is an essential part of almost any everyday human goal-directed interaction with the environment. Nowadays, several algorithms are able to predict gaze positions during simple observation, but few models attempt to simulate human behavior during visual search in natural scenes. Furthermore, these models vary widely in their design and exhibit differences in the datasets and metrics with which they were evaluated. Thus, there is a need for a reference point, on which each model can be tested and from where potential improvements can be derived. In the present work, we select publicly available state-of-the-art visual search models in natural scenes and evaluate them on different datasets, employing the same metrics to estimate their efficiency and similarity with human subjects. In particular, we propose an improvement to the Ideal Bayesian Searcher through a combination with a neural network-based visual search model, enabling it to generalize to other datasets. The present work sheds light on the limitations of current models and how potential improvements can be accomplished by combining approaches. Moreover, it moves forward on providing a solution for the urgent need for benchmarking data and metrics to support the development of more general human visual search computational models. △ Less",https://arxiv.org/abs/2112.05808,"Submitted 10 December, 2021",,arXiv
DEBACER: a method for slicing moderated debates,"Thomas Palmeira Ferraz , Alexandre Alcoforado , Enzo Bustos , André Seidel Oliveira , Rodrigo Gerber , Naíde Müller , André Corrêa d'Almeida , Bruno Miguel Veloso , Anna Helena Reali Costa","Subjects change frequently in moderated debates with several participants, such as in parliamentary sessions, electoral debates, and trials. Partitioning a debate into blocks with the same subject is essential for understanding. Often a moderator is responsible for defining when a new block begins so that the task of automatically partitioning a moderated debate can focus solely on the moderator's behavior. In this paper, we (i) propose a new algorithm, DEBACER, which partitions moderated debates; (ii) carry out a comparative study between conventional and BERTimbau pipelines; and (iii) validate DEBACER applying it to the minutes of the Assembly of the Republic of Portugal. Our results show the effectiveness of DEBACER. Keywords: Natural Language Processing, Political Documents, Spoken Text Processing, Speech Split, Dialogue Partitioning. △ Less",https://arxiv.org/abs/2112.05438,"Submitted 10 December, 2021",,arXiv
Face Reconstruction with Variational Autoencoder and Face Masks,"Rafael S. Toledo , Eric A. Antonelo","Variational AutoEncoders (VAE) employ deep learning models to learn a continuous latent z-space that is subjacent to a high-dimensional observed dataset. With that, many tasks are made possible, including face reconstruction and face synthesis. In this work, we investigated how face masks can help the training of VAEs for face reconstruction, by restricting the learning to the pixels selected by the face mask. An evaluation of the proposal using the celebA dataset shows that the reconstructed images are enhanced with the face masks, especially when SSIM loss is used either with l1 or l2 loss functions. We noticed that the inclusion of a decoder for face mask prediction in the architecture affected the performance for l1 or l2 loss functions, while this was not the case for the SSIM loss. Besides, SSIM perceptual loss yielded the crispest samples between all hypotheses tested, although it shifts the original color of the image, making the usage of the l1 or l2 losses together with SSIM helpful to solve this issue. △ Less",https://arxiv.org/abs/2112.02139,"Submitted 3 December, 2021",,arXiv
PLSUM: Generating PT-BR Wikipedia by Summarizing Multiple Websites,"André Seidel Oliveira , Anna Helena Reali Costa","Wikipedia is an important free source of intelligible knowledge. Despite that, Brazilian Portuguese Wikipedia still lacks descriptions for many subjects. In an effort to expand the Brazilian Wikipedia, we contribute PLSum, a framework for generating wiki-like abstractive summaries from multiple descriptive websites. The framework has an extractive stage followed by an abstractive one. In particular, for the abstractive stage, we fine-tune and compare two recent variations of the Transformer neural network, PTT5, and Longformer. To fine-tune and evaluate the model, we created a dataset with thousands of examples, linking reference websites to Wikipedia. Our results show that it is possible to generate meaningful abstractive summaries from Brazilian Portuguese web content. △ Less",https://arxiv.org/abs/2112.01591,"Submitted 2 December, 2021",,arXiv
Quantum circuit synthesis of Bell and GHZ states using projective simulation in the NISQ era,"O. M. Pires , E. I. Duzzioni , J. Marchi , R. Santiago","Quantum Computing has been evolving in the last years. Although nowadays quantum algorithms performance has shown superior to their classical counterparts, quantum decoherence and additional auxiliary qubits needed for error tolerance routines have been huge barriers for quantum algorithms efficient use. These restrictions lead us to search for ways to minimize algorithms costs, i.e the number of quantum logical gates and the depth of the circuit. For this, quantum circuit synthesis and quantum circuit optimization techniques are explored. We studied the viability of using Projective Simulation, a reinforcement learning technique, to tackle the problem of quantum circuit synthesis for noise quantum computers with limited number of qubits. The agent had the task of creating quantum circuits up to 5 qubits to generate GHZ states in the IBM Tenerife (IBM QX4) quantum processor. Our simulations demonstrated that the agent had a good performance but its capacity for learning new circuits decreased as the number of qubits increased. △ Less",https://arxiv.org/abs/2104.13297,"Submitted 27 April, 2021",,arXiv
Towards Heterogeneous Multi-Agent Reinforcement Learning with Graph Neural Networks,"Douglas De Rizzo Meneghetti , Reinaldo Augusto da Costa Bianchi","This work proposes a neural network architecture that learns policies for multiple agent classes in a heterogeneous multi-agent reinforcement setting. The proposed network uses directed labeled graph representations for states, encodes feature vectors of different sizes for different entity classes, uses relational graph convolution layers to model different communication channels between entity types and learns distinct policies for different agent classes, sharing parameters wherever possible. Results have shown that specializing the communication channels between entity classes is a promising step to achieve higher performance in environments composed of heterogeneous entities. △ Less",https://arxiv.org/abs/2009.13161,"Submitted 20 October, 2020",,arXiv
Modelos dinâmicos aplicados à aprendizagem de valores em inteligência artificial,"Nicholas Kluge Corrêa , Nythamar De Oliveira","Experts in Artificial Intelligence (AI) development predict that advances in the development of intelligent systems and agents will reshape vital areas in our society. Nevertheless, if such an advance is not made prudently and critically, reflexively, it can result in negative outcomes for humanity. For this reason, several researchers in the area have developed a robust, beneficial, and safe concept of AI for the preservation of humanity and the environment. Currently, several of the open problems in the field of AI research arise from the difficulty of avoiding unwanted behaviors of intelligent agents and systems, and at the same time specifying what we really want such systems to do, especially when we look for the possibility of intelligent agents acting in several domains over the long term. It is of utmost importance that artificial intelligent agents have their values aligned with human values, given the fact that we cannot expect an AI to develop human moral values simply because of its intelligence, as discussed in the Orthogonality Thesis. Perhaps this difficulty comes from the way we are addressing the problem of expressing objectives, values, and ends, using representational cognitive methods. A solution to this problem would be the dynamic approach proposed by Dreyfus, whose phenomenological philosophy shows that the human experience of being-in-the-world in several aspects is not well represented by the symbolic or connectionist cognitive method, especially in regards to the question of learning values. A possible approach to this problem would be to use theoretical models such as SED (situated embodied dynamics) to address the values learning problem in AI. △ Less",https://arxiv.org/abs/2008.02783,"Submitted 29 July, 2020",,arXiv
Hacia los Comités de Ética en Inteligencia Artificial,"Sofía Trejo , Ivan Meza , Fernanda López-Escobedo","The goal of Artificial Intelligence based systems is to take decisions that have an effect in their environment and impact society. This points out to the necessity of mechanism that regulate the impact of this type of system in society. For this reason, it is priority to create the rules and specialized organizations that can oversight the following of such rules, particularly that human rights precepts at local and international level. This work proposes the creation, at the universities, of Ethical Committees or Commissions specialized on Artificial Intelligence that would be in charge of define the principles and will guarantee the following of good practices in the field Artificial Intelligence. △ Less",https://arxiv.org/abs/2002.05673,"Submitted 11 February, 2020",,arXiv
Testbed for Connected Artificial Intelligence using Unmanned Aerial Vehicles and Convolutional Pose Machines,"Diego Dantas , Carnot Braun , Kaio Forte , Flavio Brito , Andrey Silva , Silvia Lins , Neiva Linder , Aldebaro Klautau","Unmanned Aerial Vehicles (UAVs) became very popular in a vast number of applications in recent years, especially drones with computer vision functions enabled by on-board cameras and embedded systems. Many of them apply object detection using data collected by the integrated camera. However, several applications of real-time object detection rely on Convolutional Neural Networks (CNNs) which are computationally expensive and processing CNNs on a UAV platform is challenging (due to its limited battery life and limited processing power). To understand the effects of these issues, in this paper we evaluate the constraints and benefits of processing the whole data in the UAV versus in an edge computing device. We apply Convolutional Pose Machines (CPMs) known as OpenPose for the task of articulated pose estimation. We used this information to detect human gestures that are used as input to send commands to control the UAV. The experimental results using a real UAV indicate that the edge processing is more efficient and faster (w.r.t battery consumption and the delay in recognizing the human pose and the command given to the drone) than UAV processing and then could be more suitable for CNNs based applications. △ Less",https://arxiv.org/abs/2001.04944,"Submitted 14 January, 2020",,arXiv
Elementos de ingeniería de explotación de la información aplicados a la investigación tributaria fiscal,Rodrigo Lopez-Pablos,"By introducing elements of information mining to tax analysis, by means of data mining software and advanced computational concepts of artificial intelligence, the problem of tax evader's crime against public property has been addressed. Through an empirical approach from a hypothetical case of use, induction algorithms, neural networks and bayesian networks are applied to determine the feasibility of its heuristic application by the tax public administrator. Different strategies are explored to facilitate the work of local and regional federal tax inspectors, considering their limited computational capabilities, but equally effective for those social scientist committed to handcrafting tax research.
  -----
  Apresentando a introdução de elementos de exploração de informações para análise fiscal, por meio de software de mineração de dados e conceitos avançados computacionais de inteligência artificial , foi abordado o problema do crime de sonegador fiscal contra o patrimônio público. Através de uma abordagem empírica a partir de um caso hipotético de uso, os algoritmos de indução, redes neurais e redes bayesianas são aplicados para determinar a viabilidade de sua aplicação heurística pelo administrador público tributário. Diferentes estratégias são exploradas para facilitar o trabalho dos inspectores tributários federais locais e regionais, tendo em conta as suas capacidades computacionais limitados, mas igualmente eficaz para aqueles cientista social comprometido com a investigação fiscal. △ Less",https://arxiv.org/abs/1309.2351,"Submitted 9 September, 2013",,arXiv
Ambiente de Planejamento Ipê,João Eugenio Marynowski,"In this work we investigate the systems that implements algorithms for the planning problem in Artificial Intelligence, called planners, with especial attention to the planners based on the plan graph. We analyze the problem of comparing the performance of the different algorithms and we propose an environment for the development and analysis of planners. △ Less",https://arxiv.org/abs/1210.6275,"Submitted 24 October, 2012",,arXiv
Grandes Modelos de Linguagem Multimodais (MLLMs): Da Teoria à Prática,"Neemias da Silva , Júlio C. W. Scholz , John Harrison , Marina Borges , Paulo Ávila , Frances A Santos , Myriam Delgado , Rodrigo Minetto , Thiago H Silva","Multimodal Large Language Models (MLLMs) combine the natural language understanding and generation capabilities of LLMs with perception skills in modalities such as image and audio, representing a key advancement in contemporary AI. This chapter presents the main fundamentals of MLLMs and emblematic models. Practical techniques for preprocessing, prompt engineering, and building multimodal pipelines with LangChain and LangGraph are also explored. For further practical study, supplementary material is publicly available online: https://github.com/neemiasbsilva/MLLMs-Teoria-e-Pratica. Finally, the chapter discusses the challenges and highlights promising trends. △ Less",https://arxiv.org/abs/2602.12302,"Submitted 11 February, 2026",,arXiv
Análise de ambiguidade linguística em modelos de linguagem de grande escala (LLMs),"Lavínia de Carvalho Moraes , Irene Cristina Silvério , Rafael Alexandre Sousa Marques , Bianca de Castro Anaia , Dandara Freitas de Paula , Maria Carolina Schincariol de Faria , Iury Cleveston , Alana de Santana Correia , Raquel Meister Ko Freitag","Linguistic ambiguity continues to represent a significant challenge for natural language processing (NLP) systems, notwithstanding the advancements in architectures such as Transformers and BERT. Inspired by the recent success of instructional models like ChatGPT and Gemini (In 2023, the artificial intelligence was called Bard.), this study aims to analyze and discuss linguistic ambiguity within these models, focusing on three types prevalent in Brazilian Portuguese: semantic, syntactic, and lexical ambiguity. We create a corpus comprising 120 sentences, both ambiguous and unambiguous, for classification, explanation, and disambiguation. The models capability to generate ambiguous sentences was also explored by soliciting sets of sentences for each type of ambiguity. The results underwent qualitative analysis, drawing on recognized linguistic references, and quantitative assessment based on the accuracy of the responses obtained. It was evidenced that even the most sophisticated models, such as ChatGPT and Gemini, exhibit errors and deficiencies in their responses, with explanations often providing inconsistent. Furthermore, the accuracy peaked at 49.58 percent, indicating the need for descriptive studies for supervised learning. △ Less",https://arxiv.org/abs/2404.16653,"Submitted 25 April, 2024",,arXiv
